,Date,Close,Close_nrml
0,2018-08-31,11680.5,100.0
1,2018-09-03,11582.349609,99.15970728136638
2,2018-09-04,11520.299805,98.62848170026969
3,2018-09-05,11476.950195,98.25735366636702
4,2018-09-06,11536.900391,98.77060392106502
5,2018-09-07,11589.099609,99.2174959034288
6,2018-09-10,11438.099609,97.9247430246993
7,2018-09-11,11287.5,96.63541800436624
8,2018-09-12,11369.900391,97.34087060485423
9,2018-09-14,11515.200195,98.58482252472068
10,2018-09-17,11377.75,97.40807328453405
11,2018-09-18,11278.900391,96.5617943666795
12,2018-09-19,11234.349609,96.18038276614872
13,2018-09-21,11143.099609,95.39916620863833
14,2018-09-24,10967.400391,93.89495647446599
15,2018-09-25,11067.450195,94.75151059458071
16,2018-09-26,11053.799805,94.63464581995635
17,2018-09-27,10977.549805,93.98184842258466
18,2018-09-28,10930.450195,93.57861559864732
19,2018-10-01,11008.299805,94.24510770086899
20,2018-10-03,10858.25,92.96048970506399
21,2018-10-04,10599.25,90.7431188733359
22,2018-10-05,10316.450195,88.32199131030349
23,2018-10-08,10348.049805,88.59252433543085
24,2018-10-09,10301.049805,88.1901443003296
25,2018-10-10,10460.099609,89.55181378365653
26,2018-10-11,10234.650391,87.62168050169085
27,2018-10-12,10472.5,89.65797697016394
28,2018-10-15,10512.5,90.00042806386713
29,2018-10-16,10584.75,90.6189803518685
30,2018-10-17,10453.049805,89.4914584564017
31,2018-10-19,10303.549805,88.21154749368606
32,2018-10-22,10245.25,87.71242669406276
33,2018-10-23,10146.799805,86.86956727023673
34,2018-10-24,10224.75,87.53692050853988
35,2018-10-25,10124.900391,86.68208031334275
36,2018-10-26,10030.0,85.86961174607252
37,2018-10-29,10250.849609,87.76036649972177
38,2018-10-30,10198.400391,87.31133419802234
39,2018-10-31,10386.599609,88.92255989897694
40,2018-11-01,10380.450195,88.86991306022858
41,2018-11-02,10553.0,90.3471597962416
42,2018-11-05,10524.0,90.0988827533068
43,2018-11-06,10530.0,90.15025041736226
44,2018-11-07,10598.400391,90.73584513505413
45,2018-11-09,10585.200195,90.62283459612173
46,2018-11-12,10482.200195,89.74102302983604
47,2018-11-13,10582.5,90.59971747784769
48,2018-11-14,10576.299805,90.54663588887463
49,2018-11-15,10616.700195,90.892514832413
50,2018-11-16,10682.200195,91.45327849835195
51,2018-11-19,10763.400391,92.14845589657976
52,2018-11-20,10656.200195,91.23068528744489
53,2018-11-21,10600.049805,90.74996622576089
54,2018-11-22,10526.75,90.12242626599888
55,2018-11-26,10628.599609,90.99438901588117
56,2018-11-27,10685.599609,91.48238182440821
57,2018-11-28,10728.849609,91.85265706947477
58,2018-11-29,10858.700195,92.96434394931723
59,2018-11-30,10876.75,93.11887333590172
60,2018-12-03,10883.75,93.17880227729978
61,2018-12-04,10869.5,93.05680407516802
62,2018-12-05,10782.900391,92.31540080476006
63,2018-12-06,10601.150391,90.75938864774625
64,2018-12-07,10693.700195,91.55173318779161
65,2018-12-10,10488.450195,89.79453101322716
66,2018-12-11,10549.150391,90.3142022259321
67,2018-12-12,10737.599609,91.92756824622235
68,2018-12-13,10791.549805,92.38945083686487
69,2018-12-14,10805.450195,92.50845593082488
70,2018-12-17,10888.349609,93.2181808056162
71,2018-12-18,10908.700195,93.39240781644621
72,2018-12-19,10967.299805,93.89409532982322
73,2018-12-20,10951.700195,93.76054274217714
74,2018-12-21,10754.0,92.06797654210008
75,2018-12-24,10663.5,91.29318094259663
76,2018-12-26,10729.849609,91.86121834681735
77,2018-12-27,10779.799805,92.28885582808955
78,2018-12-28,10859.900391,92.97461916013869
79,2018-12-31,10862.549805,92.99730152818802
80,2019-01-01,,
81,2019-01-02,10792.5,92.39758571978939
82,2019-01-03,10672.25,91.3680921193442
83,2019-01-04,10727.349609,91.8398151534609
84,2019-01-07,10771.799805,92.22036560934892
85,2019-01-08,10802.150391,92.48020539360472
86,2019-01-09,10855.150391,92.93395309276143
87,2019-01-10,10821.599609,92.64671554299902
88,2019-01-11,10794.950195,92.41856251872778
89,2019-01-14,10737.599609,91.92756824622235
90,2019-01-15,10886.799805,93.20491250374556
91,2019-01-16,10890.299805,93.23487697444459
92,2019-01-17,10905.200195,93.36244334574718
93,2019-01-18,10906.950195,93.3774255810967
94,2019-01-21,10961.849609,93.8474346902958
95,2019-01-22,10922.75,93.51269209366038
96,2019-01-23,10831.5,92.73147553615
97,2019-01-24,10849.799805,92.88814524207012
98,2019-01-25,10780.549805,92.2952767860965
99,2019-01-28,10661.549805,91.27648478232953
100,2019-01-29,10652.200195,91.19644017807457
101,2019-01-30,10651.799805,91.19301232823938
102,2019-01-31,10830.950195,92.72676850306065
103,2019-02-01,10893.650391,93.26356227045073
104,2019-02-04,10912.25,93.4227986815633
105,2019-02-05,10934.349609,93.61199956337487
106,2019-02-06,11062.450195,94.70870420786781
107,2019-02-07,11069.400391,94.7682067634091
108,2019-02-08,10943.599609,93.69119137879373
109,2019-02-11,10888.799805,93.22203505843072
110,2019-02-12,10831.400391,92.73062275587517
111,2019-02-14,10746.049805,91.9999127177775
112,2019-02-15,10724.400391,91.81456608021917
113,2019-02-18,10640.950195,91.10012580797054
114,2019-02-19,10604.349609,90.78677804032363
115,2019-02-20,10735.450195,91.90916651684431
116,2019-02-21,10789.849609,92.37489498737213
117,2019-02-22,10791.650391,92.39031198150764
118,2019-02-25,10880.099609,93.14755026753993
119,2019-02-26,10835.299805,92.76400672060272
120,2019-02-27,10806.650391,92.51873114164633
121,2019-02-28,10792.5,92.39758571978939
122,2019-03-01,10863.5,93.00543641111254
123,2019-03-05,10987.450195,94.06660840717434
124,2019-03-06,11053.0,94.62779846753135
125,2019-03-07,11058.200195,94.67231877916184
126,2019-03-08,11035.400391,94.4771233337614
127,2019-03-11,11168.049805,95.61277175634605
128,2019-03-12,11301.200195,96.75270917340868
129,2019-03-13,11341.700195,97.09944090578314
130,2019-03-14,11343.25,97.11270921621505
131,2019-03-15,11426.849609,97.82842865459527
132,2019-03-18,11462.200195,98.13107482556397
133,2019-03-19,11532.400391,98.73207817302341
134,2019-03-20,11521.049805,98.63490265827663
135,2019-03-22,11456.900391,98.08570173365865
136,2019-03-25,11354.25,97.20688326698344
137,2019-03-26,11483.25,98.3112880441762
138,2019-03-27,11445.049805,97.98424558024058
139,2019-03-28,11570.0,99.05397885364496
140,2019-04-01,11669.150391,99.90283284962116
141,2019-04-02,11713.200195,100.27995543855144
142,2019-04-03,11643.950195,99.6870869825778
143,2019-04-04,11598.0,99.2936946192372
144,2019-04-05,11665.950195,99.87543508411456
145,2019-04-08,11604.5,99.34934292196395
146,2019-04-09,11671.950195,99.92680274817002
147,2019-04-10,11584.299805,99.17640345019477
148,2019-04-11,11596.700195,99.28256662814091
149,2019-04-12,11643.450195,99.6828063439065
150,2019-04-15,11690.349609,100.08432523436497
151,2019-04-16,11787.150391,100.91306357604554
152,2019-04-18,11752.799805,100.61897868241942
153,2019-04-22,11594.450195,99.26330375412012
154,2019-04-23,11575.950195,99.1049201232824
155,2019-04-24,11726.150391,100.39082565814819
156,2019-04-25,11641.799805,99.6686768973931
157,2019-04-26,11754.650391,100.6348220624117
158,2019-04-30,11748.150391,100.57917375968495
159,2019-05-02,11724.75,100.37883652240916
160,2019-05-03,11712.25,100.27182055562689
161,2019-05-06,11598.25,99.29583493857284
162,2019-05-07,11497.900391,98.43671410470442
163,2019-05-08,11359.450195,97.25140357861393
164,2019-05-09,11301.799805,96.75784260091606
165,2019-05-10,11278.900391,96.5617943666795
166,2019-05-13,11148.200195,95.442833739994
167,2019-05-14,11222.049805,96.07508073284534
168,2019-05-15,11157.0,95.51817131115963
169,2019-05-16,11257.099609,96.3751518256924
170,2019-05-17,11407.150391,97.65977818586532
171,2019-05-20,11828.25,101.26492872736613
172,2019-05-21,11709.099609,100.24484918453834
173,2019-05-22,11737.900391,100.49142066692349
174,2019-05-23,11657.049805,99.79923637686743
175,2019-05-24,11844.099609,101.40062162578658
176,2019-05-27,11924.75,102.09109199092505
177,2019-05-28,11928.75,102.12533710029537
178,2019-05-29,11861.099609,101.54616334061042
179,2019-05-30,11945.900391,102.27216635418004
180,2019-05-31,11922.799805,102.07439583065793
181,2019-06-03,12088.549805,103.49342755019049
182,2019-06-04,12021.650391,102.92068311288043
183,2019-06-06,11843.75,101.3976285261761
184,2019-06-07,11870.650391,101.62793023415094
185,2019-06-10,11922.700195,102.07354304182184
186,2019-06-11,11965.599609,102.44081682290998
187,2019-06-12,11906.200195,101.93228196566928
188,2019-06-13,11914.049805,101.99948465391037
189,2019-06-14,11823.299805,101.22254873507129
190,2019-06-17,11672.150391,99.92851668164889
191,2019-06-18,11691.5,100.09417405076837
192,2019-06-19,11691.450195,100.09374765635033
193,2019-06-20,11831.75,101.29489319806515
194,2019-06-21,11724.099609,100.37326834467703
195,2019-06-24,11699.650391,100.16395180856983
196,2019-06-25,11796.450195,100.99268177732117
197,2019-06-26,11847.549805,101.43015971062883
198,2019-06-27,11841.549805,101.37879204657337
199,2019-06-28,11788.849609,100.92761105260905
200,2019-07-01,11865.599609,101.58468908865204
201,2019-07-02,11910.299805,101.96737986387569
202,2019-07-03,11916.75,102.0226017721844
203,2019-07-04,11946.75,102.2794400924618
204,2019-07-05,11811.150391,101.11853423226745
205,2019-07-08,11558.599609,98.95637694448011
206,2019-07-09,11555.900391,98.93326819057403
207,2019-07-10,11498.900391,98.44527538204699
208,2019-07-11,11582.900391,99.16442267882367
209,2019-07-12,11552.5,98.90415650014982
210,2019-07-15,11588.349609,99.21107494542186
211,2019-07-16,11662.599609,99.8467497881084
212,2019-07-17,11687.5,100.05992894139806
213,2019-07-18,11596.900391,99.28428056161978
214,2019-07-19,11419.25,97.7633662942511
215,2019-07-22,11346.200195,97.13796665382475
216,2019-07-23,11331.049805,97.00825996318652
217,2019-07-24,11271.299805,96.49672364196739
218,2019-07-25,11252.150391,96.3327801977655
219,2019-07-26,11284.299805,96.60802024742092
220,2019-07-29,11189.200195,95.79384611103976
221,2019-07-30,11085.400391,94.90518720089037
222,2019-07-31,11118.0,95.18428149479902
223,2019-08-01,10980.0,94.00282522152305
224,2019-08-02,10997.349609,94.15136003595738
225,2019-08-05,10862.599609,92.99772791404479
226,2019-08-06,10948.25,93.73100466589615
227,2019-08-07,10855.5,92.9369461923719
228,2019-08-08,11032.450195,94.45186588759043
229,2019-08-09,11109.650391,95.11279817644792
230,2019-08-13,10925.849609,93.53922870596294
231,2019-08-14,11029.400391,94.42575566970591
232,2019-08-16,11047.799805,94.58327815590086
233,2019-08-19,11053.900391,94.63550696459912
234,2019-08-20,11017.0,94.31959248319849
235,2019-08-21,10918.700195,93.478020589872
236,2019-08-22,10741.349609,91.95967303625702
237,2019-08-23,10829.349609,92.713065442404
238,2019-08-26,11057.849609,94.66931731518343
239,2019-08-27,11105.349609,95.07597798895596
240,2019-08-28,11046.099609,94.56872230640812
241,2019-08-29,10948.299805,93.73143106031421
242,2019-08-30,11023.25,94.3731004665896
243,2019-09-03,10797.900391,92.44381996489875
244,2019-09-04,10844.650391,92.84405968066434
245,2019-09-05,10847.900391,92.87188383202773
246,2019-09-06,10946.200195,93.71345571679294
247,2019-09-09,11003.049805,94.20016099482044
248,2019-09-11,11035.700195,94.4796900389538
249,2019-09-12,10982.799805,94.0267951286332
250,2019-09-13,11075.900391,94.82385506613586
251,2019-09-16,11003.5,94.20401523907367
252,2019-09-17,10817.599609,92.6124704336287
253,2019-09-18,10840.650391,92.80981457129404
254,2019-09-19,10704.799805,91.64676002739608
255,2019-09-20,11274.200195,96.52155468515902
256,2019-09-23,11600.200195,99.31253109883994
257,2019-09-24,11588.200195,99.20979577072899
258,2019-09-25,11440.200195,97.94272672402722
259,2019-09-26,11571.200195,99.06425405590514
260,2019-09-27,11512.400391,98.56085262617181
261,2019-09-30,11474.450195,98.23595047301058
262,2019-10-01,11359.900391,97.25525783142844
