,date,nav_1,nav_2,nav_3,nav_4,avg
0,2018-08-29,1.0,1.0,1.0,1.0,10000.0
1,2018-08-30,1.001574688425236,0.9999223489248541,1.0039452360951655,1.0018504475774381,10018.231802556735
2,2018-08-31,1.0050367663387105,1.003904298579477,1.0085549748911808,1.007401704226408,10062.24436008944
3,2018-09-03,0.9994751393601919,0.9973811670679269,1.0041639559333435,1.0022114811250646,10008.079358716317
4,2018-09-04,0.9766924811902749,0.9864531648674769,0.9823096211635061,0.981270071945877,9816.813347917836
5,2018-09-05,0.9757321182866325,0.9837484241306766,0.978574697541847,0.9721984369158438,9775.6341921875
6,2018-09-06,0.9807799612297544,0.9956347742187842,0.9865324286495519,0.97666650683859,9849.034177341702
7,2018-09-07,0.984822815334153,1.0018720085900241,0.9873399849065342,0.9837523712733336,9894.467950260114
8,2018-09-10,0.9693998152550191,0.988050936584157,0.9775904582700454,0.972243544588461,9768.211886744208
9,2018-09-11,0.9528378420261069,0.9742231835604607,0.9656790837025033,0.959109980855925,9629.62522536249
10,2018-09-12,0.9567130559829693,0.9816203308666931,0.9673699266768697,0.9608702130881289,9666.433816536653
11,2018-09-14,0.9714994708258748,0.993171243437003,0.9832181299749057,0.9706188075407977,9796.269129446453
12,2018-09-17,0.9616604639457059,0.9840243627727132,0.9764380717048088,0.9670533214871173,9722.940549775862
13,2018-09-18,0.9478904340633704,0.9745255941599332,0.9600514761759994,0.9529268724569366,9588.4859421406
14,2018-09-19,0.9439704876656152,0.9707733202503037,0.9553912290135973,0.9508508004330681,9552.464593406461
15,2018-09-21,0.9326237845157378,0.9591959357225578,0.9410404351241213,0.9344225688492439,9418.206810529153
16,2018-09-24,0.9180720019758958,0.9407204633147201,0.9216508059485892,0.9194385575392697,9249.704571946188
17,2018-09-25,0.9226619764347371,0.9507099715955897,0.9248725594334899,0.9156925547117761,9284.842655438983
18,2018-09-26,0.9324562508740133,0.954571284758468,0.9260418249064264,0.9224172995155487,9338.71665013614
19,2018-09-27,0.9233321110016349,0.9464719372670074,0.9084187049873065,0.9101864057354233,9221.02289747843
20,2018-09-28,0.9111254799285006,0.9368806428601412,0.8965746535154946,0.8865369866990042,9077.794407507852
21,2018-10-01,0.9149226251254239,0.9435540972728463,0.9025051187052504,0.8829715006453238,9109.88335437211
22,2018-10-03,0.9100757586488843,0.9379463282323552,0.8944043340414132,0.8824750579965014,9062.253697297885
23,2018-10-04,0.8970091996524928,0.9215378114725178,0.8800787622459524,0.8717335782461879,8925.89837904288
24,2018-10-05,0.8782805786971974,0.9019205783290724,0.8601591482043185,0.8478584486799937,8720.546884776455
25,2018-10-08,0.8629581733571665,0.8907248942161672,0.8610088054630157,0.8403665291083513,8637.646005361752
26,2018-10-09,0.8650577756751163,0.890430803374746,0.8579888929085933,0.8354921457986723,8622.42404439282
27,2018-10-10,0.881318284204155,0.905608437142274,0.8801376137986546,0.8566593515909795,8809.309216840158
28,2018-10-11,0.8616068808718651,0.8859201709130418,0.8657110894487766,0.8448797067037146,8645.294619843497
29,2018-10-12,0.8776105506361113,0.8967870354975083,0.8845959558522222,0.8650088334424153,8810.00593857064
30,2018-10-15,0.8765272267729197,0.9025732381368129,0.8877673293274487,0.8718237935914221,8846.72896957151
31,2018-10-16,0.8789395301538722,0.9073234418133139,0.9002338466767517,0.885183067853733,8929.199716244177
32,2018-10-17,0.8656719946908983,0.8998767541295939,0.885714777137128,0.870469874746151,8804.333501759429
33,2018-10-19,0.8589153725056738,0.8914354141594466,0.8764616059080541,0.8615336488173139,8720.86510347622
34,2018-10-22,0.8591164022251621,0.8920467272908107,0.8706068711787003,0.8502956403348332,8680.164102573764
35,2018-10-23,0.8577651097398606,0.8867512643195957,0.8647100354476315,0.8363046004058485,8613.82752478234
36,2018-10-24,0.8618525365264343,0.8854591806828328,0.8740809739604662,0.8404567444535855,8654.623589058296
37,2018-10-25,0.8545598705911787,0.8807387264442122,0.8676879111786951,0.8373877871320723,8600.935738365397
38,2018-10-26,0.8536329505123942,0.878410643844646,0.8602601007587358,0.8425780102334158,8587.20426337298
39,2018-10-29,0.877353658618413,0.9029053351456959,0.8825518752049295,0.8555761648647557,8795.967584584485
40,2018-10-30,0.8771973080869118,0.9059751998097044,0.8833594314619118,0.8610823138411086,8819.03563299909
41,2018-10-31,0.8894038859071404,0.9178929380759148,0.8965830608801664,0.8792706915737921,8957.876441092534
42,2018-11-01,0.9005382697214948,0.9298023565840737,0.9034556643400087,0.8901024727526845,9059.746908495654
43,2018-11-02,0.9088919465524016,0.9282889169603689,0.9117666972989961,0.901069663032773,9125.04305961135
44,2018-11-05,0.9133591198104112,0.9247498053365701,0.9082420861508433,0.9034165532590337,9124.418911392146
45,2018-11-06,0.9087802219559814,0.9225439979689706,0.9015124720687772,0.9045448476578745,9093.45384912901
46,2018-11-09,0.9117956144953984,0.9311439805983243,0.9136846032978562,0.9134810735867116,9175.263179945725
47,2018-11-12,0.9007617189143351,0.9237815619791091,0.903480886434024,0.9077944078365456,9089.546437910034
48,2018-11-13,0.9120635831175082,0.9262996123875147,0.9039771776630825,0.91122448478903,9133.91214489284
49,2018-11-14,0.914587557841975,0.9279055778053058,0.9067111114619528,0.9105926330390115,9149.492200370612
50,2018-11-15,0.9260458790824609,0.9404048797649996,0.9059961003947161,0.913842107134338,9215.722415941287
51,2018-11-16,0.9241362298795878,0.9407601082224043,0.9093692506220648,0.9100961903901891,9210.904447785615
52,2018-11-19,0.9292176221533792,0.9404792533597011,0.9121452212442939,0.9113147001342642,9232.891992229097
53,2018-11-20,0.9140068881568626,0.9263260213164807,0.9014536205160748,0.9065307043365087,9120.793085814817
54,2018-11-21,0.9192558140723786,0.9346583220333792,0.9036491620841716,0.9056280343840982,9157.97833143507
55,2018-11-22,0.9093833643673518,0.925937765940751,0.8972139341223292,0.9004829189553717,9082.544958464508
56,2018-11-26,0.9142860398891957,0.9302154451770174,0.8996197881639323,0.902243065104231,9115.91084583594
57,2018-11-27,0.9169663651451637,0.9364411453382315,0.9007133231764667,0.9049058812055009,9147.566787163407
58,2018-11-28,0.9162516046431848,0.9314843343367886,0.8965998756095098,0.9025138833066231,9117.124244740266
59,2018-11-29,0.926425572300991,0.936515455904463,0.8994767987861563,0.9055829267114811,9170.00188425773
60,2018-11-30,0.9260458790824609,0.9449204914758407,0.8998132859080952,0.9080200322829759,9196.999221873431
61,2018-12-03,0.9284693123207307,0.9427031498982154,0.9005282969753319,0.9099155875330313,9204.040866818274
62,2018-12-04,0.9242144051453384,0.9357058552062083,0.9019246896511182,0.9123527791878708,9185.49432297634
63,2018-12-05,0.9096401498792384,0.9216832181530061,0.8896600132322935,0.9038678882352389,9062.128173749441
64,2018-12-06,0.895680220134732,0.9049194099072939,0.8776897229336927,0.890644023074124,8922.333440124607
65,2018-12-07,0.9006388112076917,0.90918221442462,0.8764026901769956,0.8892449104728911,8938.671565705496
66,2018-12-10,0.8852717266796739,0.8905910847741747,0.8605629584219877,0.8763370572701301,8781.907067864915
67,2018-12-11,0.8944629652133913,0.9087625708707875,0.8715742315428021,0.8830618020739027,8894.653924252209
68,2018-12-12,0.9182729784424781,0.9303922400356086,0.8873046675570772,0.9003024021815585,9090.680720541806
69,2018-12-13,0.9262804048797129,0.9359471281896975,0.891451744582721,0.9077041064079667,9153.458460150247
70,2018-12-14,0.9268835472910832,0.9378372889791065,0.8940089953667719,0.9114501092354602,9175.449852181055
71,2018-12-17,0.9312166297322263,0.9397786919146952,0.8978532789075201,0.9168660428665788,9214.286608552551
72,2018-12-18,0.93713569021464,0.9457713758220015,0.9039183261103803,0.9186712966880553,9263.741722087692
73,2018-12-19,0.9568359636896127,0.9599956409510089,0.9124228568135305,0.9273367904978449,9391.478129879992
74,2018-12-20,0.9538875633057231,0.9583367946468155,0.9141220429742124,0.9290066352181253,9388.382590362191
75,2018-12-21,0.939603749387991,0.9450675368965512,0.9078466832978459,0.9202058183904842,9281.809469932181
76,2018-12-24,0.9307363950274993,0.937853802438269,0.8994936135154997,0.9165952246641867,9211.697589113637
77,2018-12-26,0.9381965946044795,0.9397092975691306,0.9018405518260443,0.917046559640392,9241.982509100115
78,2018-12-27,0.9350472177540076,0.9370723124376727,0.9031696214061002,0.9236810030155856,9247.425386533414
79,2018-12-28,0.9478457016224776,0.944857715119635,0.9149127845018511,0.9290066352181253,9341.557091155222
80,2018-12-31,0.9499006247524405,0.9462307273119883,0.9155689440163856,0.936273016426682,9369.93328126874
81,2019-01-01,0.9570927492014993,0.9497698389357869,0.9170107107900567,0.9369499758493176,9402.058186941651
82,2019-01-02,0.9467624310121918,0.9407898576602849,0.9105612352331218,0.9333393821230201,9328.632265071548
83,2019-01-03,0.9372473083052486,0.9334653821800615,0.9069415759393289,0.9250801156168186,9256.835955103643
84,2019-01-04,0.9509950784729495,0.9447139471793689,0.9079914054912414,0.9234553785691554,9317.889524281787
85,2019-01-07,0.953362702665915,0.9444611399858539,0.9091623396014409,0.9239067135453606,9327.232239496427
86,2019-01-08,0.9659266607371331,0.950354743138185,0.916081215656156,0.9232748617953422,9389.09370331704
87,2019-01-09,0.9656697687194349,0.9499301203352156,0.9172664615398044,0.9209279715690816,9384.48580540884
88,2019-01-10,0.9666860471741932,0.9538310784057781,0.9182077654912594,0.9249899002715843,9409.286978357039
89,2019-01-11,0.961627021120848,0.9509016411731211,0.9177123085808323,0.9218305554381474,9380.178815782372
90,2019-01-14,0.9525585837879623,0.9480862224428499,0.9127172429337544,0.9174527008606355,9327.036875063004
91,2019-01-15,0.9553728933549852,0.9505166632778359,0.9197294984968466,0.9231845603667632,9372.009038741076
92,2019-01-16,0.9584106521148487,0.9503200774796378,0.921659213313261,0.9240872303191738,9386.192933067303
93,2019-01-17,0.953262161179718,0.9456011989527694,0.9196201385777576,0.9223270841703145,9352.026457201398
94,2019-01-18,0.9403743189352742,0.9411169754200311,0.9107278422460063,0.918716490444017,9277.339067613322
95,2019-01-21,0.9322776406278773,0.9329053111948773,0.9064612651209824,0.9132102553843195,9212.136180820142
96,2019-01-22,0.9284023201652033,0.9333233160084876,0.9070223123115202,0.9071625560865272,9189.776261429346
97,2019-01-23,0.9233544772220813,0.9283467140674377,0.9043818221993832,0.9072527714317614,9158.33946230166
98,2019-01-24,0.9194009814936567,0.9299708947130837,0.9022536037270168,0.9042740294554824,9139.7487734731
99,2019-01-25,0.9113823719461988,0.9182679574729264,0.8968505562691119,0.8949316623064018,9053.581369986598
100,2019-01-28,0.8960488367488505,0.9037016998652325,0.8852874776410629,0.8799927586690447,8912.576932310476
