,date,avg_equity,avg_debt,avg_hybrid,index_nrml
636,2021-04-28,63.77,28.57,35.48,27.26
637,2021-04-29,64.2,28.61,35.56,27.52
638,2021-04-30,63.39,28.68,34.73,25.26
639,2021-05-03,65.49,28.76,34.9,25.29
640,2021-05-04,64.64,28.72,34.33,24.11
641,2021-05-05,67.55,28.82,35.21,25.15
642,2021-05-06,69.87,29.03,35.61,26.06
643,2021-05-07,71.76,29.02,35.75,26.91
644,2021-05-10,74.3,29.04,36.45,27.93
645,2021-05-11,75.68,29.09,36.34,27.14
646,2021-05-12,73.7,29.14,35.74,25.82
647,2021-05-14,72.07,29.14,35.25,25.66
648,2021-05-17,73.53,29.26,36.62,27.76
649,2021-05-18,74.91,29.29,37.81,29.34
650,2021-05-19,74.87,29.29,38.02,28.68
651,2021-05-20,74.67,29.35,37.59,27.61
652,2021-05-21,75.9,29.51,38.9,29.92
653,2021-05-24,76.94,29.56,39.44,30.11
654,2021-05-25,76.76,29.65,39.42,30.2
655,2021-05-27,78.03,29.56,40.0,31.31
656,2021-05-28,77.61,29.54,40.11,32.15
657,2021-05-31,79.37,29.42,40.78,33.41
658,2021-06-01,78.43,29.36,40.58,33.34
659,2021-06-02,79.52,29.42,41.01,33.35
660,2021-06-03,81.13,29.49,41.85,34.33
661,2021-06-04,81.55,29.47,41.66,34.16
662,2021-06-07,83.43,29.62,42.24,34.85
663,2021-06-08,83.7,29.79,42.54,34.76
664,2021-06-09,81.71,29.81,41.89,33.86
665,2021-06-10,84.11,29.91,42.76,34.74
666,2021-06-11,85.8,30.03,42.92,35.26
667,2021-06-14,85.65,30.04,42.88,35.37
668,2021-06-15,86.71,29.76,43.19,35.86
669,2021-06-16,86.24,29.67,42.72,34.99
670,2021-06-17,84.41,29.64,42.33,34.34
671,2021-06-18,82.99,29.67,42.06,34.27
672,2021-06-21,85.02,29.68,42.4,34.81
673,2021-06-22,86.09,29.67,42.46,35.03
674,2021-06-23,85.97,29.66,42.16,34.3
675,2021-06-24,85.82,29.71,42.69,35.19
676,2021-06-25,87.77,29.55,43.33,35.78
677,2021-06-28,88.5,29.4,43.64,35.39
678,2021-06-29,88.29,29.49,43.34,34.83
679,2021-06-30,88.88,29.45,43.37,34.6
680,2021-07-01,89.33,29.48,43.34,34.24
681,2021-07-02,91.05,29.41,43.62,34.6
682,2021-07-05,94.41,29.48,44.17,35.56
683,2021-07-06,93.9,29.24,44.07,35.42
684,2021-07-07,94.14,29.3,44.31,35.95
685,2021-07-08,93.02,29.47,43.78,34.65
686,2021-07-09,94.36,29.44,43.76,34.32
687,2021-07-12,96.71,29.38,44.05,34.35
688,2021-07-13,97.06,29.44,44.68,35.37
689,2021-07-14,97.22,29.48,44.82,35.73
690,2021-07-15,97.85,29.54,45.08,36.33
691,2021-07-16,98.81,29.53,45.1,36.32
692,2021-07-19,99.93,29.65,44.89,34.86
693,2021-07-20,97.48,29.77,44.21,33.83
694,2021-07-22,100.06,29.66,45.13,35.47
695,2021-07-23,100.39,29.68,45.8,35.75
696,2021-07-26,102.16,29.82,45.85,35.48
697,2021-07-27,101.51,29.85,45.34,34.81
698,2021-07-28,101.17,29.85,45.1,34.49
699,2021-07-29,103.08,29.86,45.51,35.08
700,2021-07-30,104.46,29.81,45.7,34.95
701,2021-08-02,107.36,29.95,46.66,36.0
702,2021-08-03,107.87,29.99,47.53,38.1
703,2021-08-04,106.34,30.06,47.83,39.2
704,2021-08-05,105.3,30.07,47.79,39.5
705,2021-08-06,104.83,29.86,47.31,39.02
706,2021-08-09,102.57,30.03,47.37,39.19
707,2021-08-10,97.44,30.06,46.88,39.38
708,2021-08-11,98.2,30.0,46.42,39.4
709,2021-08-12,102.16,30.04,46.93,40.1
710,2021-08-13,101.24,30.14,47.61,41.51
711,2021-08-17,98.85,30.31,47.91,42.24
712,2021-08-18,97.65,30.46,47.9,41.85
713,2021-08-20,93.04,30.47,46.82,40.84
714,2021-08-23,90.43,30.59,46.73,41.23
715,2021-08-24,94.99,30.63,47.61,42.33
716,2021-08-25,96.81,30.67,47.73,42.41
717,2021-08-26,96.17,30.64,47.68,42.43
718,2021-08-27,97.48,30.86,48.26,43.02
719,2021-08-30,100.45,31.11,49.56,44.95
720,2021-08-31,100.91,31.15,50.51,46.67
721,2021-09-01,101.45,31.31,50.56,46.19
722,2021-09-02,103.3,31.53,51.35,47.55
723,2021-09-03,104.62,31.73,51.91,48.31
724,2021-09-06,107.32,31.85,52.21,48.78
725,2021-09-07,107.06,31.66,52.1,48.64
726,2021-09-08,108.02,31.66,52.06,48.57
727,2021-09-09,108.38,31.79,52.19,48.7
728,2021-09-13,109.32,31.77,52.24,48.58
729,2021-09-14,110.54,31.84,52.79,48.8
730,2021-09-15,111.53,32.13,53.62,49.99
731,2021-09-16,113.26,32.19,54.21,50.93
732,2021-09-17,110.36,32.24,53.74,50.55
733,2021-09-20,106.13,32.53,52.48,48.94
734,2021-09-21,108.38,32.59,52.85,50.35
735,2021-09-22,111.22,32.56,53.24,50.22
736,2021-09-23,114.22,32.54,54.55,52.59
737,2021-09-24,112.87,32.31,54.49,52.85
738,2021-09-27,113.21,32.19,54.51,52.86
739,2021-09-28,111.37,32.19,53.88,51.95
740,2021-09-29,112.39,32.27,54.17,51.63
741,2021-09-30,113.45,32.28,54.01,50.83
742,2021-10-01,113.61,32.24,53.75,50.1
743,2021-10-04,117.35,32.23,54.86,51.46
744,2021-10-05,118.47,32.2,55.28,52.58
745,2021-10-06,115.18,32.13,54.37,51.07
746,2021-10-07,118.34,32.25,55.3,52.31
747,2021-10-08,118.5,32.07,55.9,53.21
748,2021-10-11,120.14,32.08,56.54,53.64
749,2021-10-12,121.55,32.07,56.78,54.03
750,2021-10-13,123.8,32.16,57.37,55.49
751,2021-10-14,127.04,32.06,58.15,57.0
752,2021-10-18,131.18,32.0,59.02,58.19
753,2021-10-20,121.84,32.05,57.34,56.39
754,2021-10-21,121.95,32.2,56.9,55.63
755,2021-10-22,120.46,32.19,56.14,55.09
756,2021-10-25,116.61,32.21,56.11,55.18
757,2021-10-26,121.49,32.25,57.02,56.4
758,2021-10-27,121.86,32.4,57.18,55.91
759,2021-10-28,116.89,32.43,55.55,52.88
760,2021-10-29,116.39,32.22,55.23,51.29
761,2021-11-01,120.78,32.2,56.53,53.5
762,2021-11-02,124.23,32.22,56.76,53.15
763,2021-11-03,123.89,32.23,56.56,52.64
764,2021-11-08,129.52,32.63,58.26,54.69
765,2021-11-09,131.22,32.8,58.4,54.48
766,2021-11-10,130.54,32.73,58.7,54.25
767,2021-11-11,128.91,32.62,58.13,53.02
768,2021-11-12,130.26,32.64,59.09,54.98
769,2021-11-15,128.9,32.8,59.24,55.04
770,2021-11-16,128.15,32.77,59.04,54.1
771,2021-11-17,128.25,32.83,58.71,53.24
772,2021-11-18,124.83,32.91,57.81,52.09
773,2021-11-22,119.09,32.93,55.82,49.11
774,2021-11-23,124.03,32.88,57.2,49.85
775,2021-11-24,123.84,32.88,57.18,49.1
776,2021-11-25,126.25,32.9,57.89,50.13
777,2021-11-26,118.65,33.04,55.38,45.77
778,2021-11-29,115.41,33.08,54.68,46.0
779,2021-11-30,116.07,33.16,55.12,45.4
780,2021-12-01,119.07,33.12,55.71,46.97
781,2021-12-02,121.28,33.1,56.79,48.98
782,2021-12-03,120.69,32.99,56.14,47.23
783,2021-12-06,117.42,33.07,54.65,44.79
784,2021-12-07,120.67,32.96,55.95,47.05
785,2021-12-08,123.27,33.17,57.44,49.56
786,2021-12-09,125.03,33.15,57.81,49.97
787,2021-12-10,128.94,33.05,58.05,49.92
788,2021-12-13,129.28,33.09,57.59,48.69
789,2021-12-14,127.48,33.15,57.41,48.32
790,2021-12-15,125.89,33.14,57.0,47.44
791,2021-12-16,124.35,33.15,56.87,47.67
792,2021-12-17,118.33,33.0,55.14,45.42
793,2021-12-20,111.1,32.79,52.62,42.24
794,2021-12-21,114.77,32.6,53.61,43.58
795,2021-12-22,118.07,32.61,54.88,45.16
796,2021-12-23,120.78,32.6,55.53,46.16
797,2021-12-24,119.17,32.55,54.89,45.57
798,2021-12-27,119.94,32.61,55.26,46.28
799,2021-12-28,122.76,32.52,56.21,47.54
800,2021-12-29,122.8,32.66,56.26,47.37
801,2021-12-30,122.07,32.61,56.24,47.29
802,2021-12-31,124.04,32.66,57.23,48.57
803,2022-01-03,127.89,32.71,58.51,50.9
804,2022-01-04,129.17,32.36,59.16,52.44
805,2022-01-05,130.35,32.36,59.63,53.46
806,2022-01-06,130.01,32.3,59.07,51.93
807,2022-01-07,132.01,32.21,59.32,52.5
808,2022-01-10,135.22,32.12,60.34,54.13
809,2022-01-11,134.86,32.15,60.53,54.58
810,2022-01-12,136.33,32.08,61.41,55.92
811,2022-01-13,137.25,32.21,61.64,56.31
812,2022-01-14,138.66,32.19,61.7,56.29
813,2022-01-17,139.47,31.99,62.08,56.74
814,2022-01-18,135.17,32.01,60.86,55.07
815,2022-01-19,134.94,32.02,60.44,53.58
816,2022-01-20,134.64,32.07,59.9,52.02
817,2022-01-21,130.85,32.05,58.77,50.83
818,2022-01-24,121.07,32.04,56.05,46.82
819,2022-01-25,124.63,32.06,57.07,47.92
820,2022-01-27,124.59,31.77,56.22,46.48
821,2022-01-28,125.36,31.79,56.51,46.41
822,2022-01-31,127.37,32.22,57.93,48.45
823,2022-02-01,130.17,31.44,58.83,50.48
824,2022-02-02,133.77,31.14,59.6,52.22
825,2022-02-03,133.69,31.07,58.75,50.34
826,2022-02-04,133.6,31.13,58.39,49.96
827,2022-02-08,129.35,31.73,57.28,47.83
828,2022-02-09,132.19,31.89,58.33,49.51
829,2022-02-10,132.9,32.26,59.02,50.73
830,2022-02-11,129.01,32.43,57.74,48.75
831,2022-02-14,118.5,32.68,54.83,44.2
832,2022-02-15,123.86,32.59,57.15,48.56
833,2022-02-16,123.65,32.52,57.0,48.3
834,2022-02-17,122.39,32.52,56.68,48.15
835,2022-02-18,120.65,32.66,56.43,47.91
836,2022-02-21,116.09,32.59,55.92,47.31
837,2022-02-22,112.94,32.43,55.15,46.33
838,2022-02-23,114.58,32.53,55.36,46.08
839,2022-02-24,102.42,32.41,51.11,39.1
840,2022-02-25,110.12,32.49,53.39,42.62
841,2022-02-28,111.6,32.53,54.04,43.78
842,2022-03-02,111.62,32.32,52.95,42.17
843,2022-03-03,111.82,32.21,52.31,41.24
844,2022-03-04,108.28,32.23,51.04,39.08
845,2022-03-07,103.21,32.0,48.7,35.81
846,2022-03-08,105.91,31.97,49.59,37.1
847,2022-03-09,110.88,32.06,51.23,39.94
848,2022-03-10,113.05,32.29,52.57,42.07
849,2022-03-11,114.51,32.18,52.87,42.38
850,2022-03-14,114.7,32.24,53.96,44.44
851,2022-03-15,112.72,32.36,53.31,42.66
852,2022-03-16,116.12,32.44,54.94,45.33
853,2022-03-17,118.97,32.54,56.52,48.0
854,2022-03-21,118.92,32.55,55.97,46.55
855,2022-03-22,119.98,32.47,56.72,48.24
856,2022-03-23,119.96,32.52,56.55,47.64
857,2022-03-24,122.21,32.53,56.45,47.45
858,2022-03-25,121.59,32.6,55.88,46.85
859,2022-03-28,121.24,32.58,56.11,47.44
860,2022-03-29,123.31,32.63,56.55,48.33
861,2022-03-30,125.24,32.74,57.49,49.81
862,2022-03-31,126.0,32.76,57.83,49.52
863,2022-04-04,133.29,32.71,60.44,54.56
864,2022-04-05,134.72,32.72,60.89,53.74
865,2022-04-06,136.0,32.72,60.58,52.46
866,2022-04-07,135.09,32.74,59.55,51.02
867,2022-04-08,139.33,32.46,59.66,52.26
868,2022-04-11,141.14,32.43,60.06,51.32
869,2022-04-12,137.95,32.39,59.21,50.08
870,2022-04-13,138.79,32.28,59.16,49.61
871,2022-04-18,136.79,32.44,58.14,47.03
872,2022-04-19,133.53,32.47,57.12,45.19
873,2022-04-20,133.66,32.51,57.71,46.71
874,2022-04-21,136.71,32.49,58.75,48.9
875,2022-04-22,134.67,32.49,57.64,47.01
876,2022-04-25,130.06,32.67,56.52,45.15
877,2022-04-26,134.73,32.7,57.66,47.26
878,2022-04-27,132.98,32.64,56.87,45.87
879,2022-04-28,132.71,32.53,57.92,47.64
880,2022-04-29,129.87,32.55,57.19,46.42
881,2022-05-02,128.65,32.61,57.11,46.13
882,2022-05-04,122.04,32.27,54.86,42.78
883,2022-05-05,123.2,32.15,54.73,42.82
884,2022-05-06,119.34,32.05,53.32,40.5
885,2022-05-09,115.87,32.01,52.39,39.56
886,2022-05-10,110.47,32.26,51.75,39.04
887,2022-05-11,107.3,32.46,51.25,38.41
888,2022-05-12,103.35,32.47,49.47,35.34
889,2022-05-13,104.38,32.33,49.4,35.12
890,2022-05-17,112.79,32.3,52.08,39.2
891,2022-05-18,113.66,32.33,52.11,39.04
892,2022-05-19,109.02,32.41,50.18,35.35
893,2022-05-20,114.66,32.27,52.17,39.26
894,2022-05-23,112.44,32.3,51.82,38.82
895,2022-05-24,109.72,32.36,51.31,38.05
896,2022-05-25,105.58,32.39,50.6,37.2
897,2022-05-26,107.87,32.43,51.57,38.44
898,2022-05-27,109.79,32.34,52.31,40.0
899,2022-05-30,113.73,32.3,53.96,42.64
900,2022-05-31,114.32,32.29,53.83,41.98
901,2022-06-01,115.13,32.29,53.81,41.46
902,2022-06-02,116.91,32.26,54.18,42.36
903,2022-06-03,114.44,32.22,53.55,41.98
904,2022-06-06,113.51,32.16,53.32,41.86
905,2022-06-07,112.12,32.03,52.58,40.54
906,2022-06-08,111.34,32.23,52.31,40.03
907,2022-06-09,111.88,32.26,52.88,41.07
908,2022-06-10,109.88,32.21,51.89,38.71
909,2022-06-13,102.87,32.12,49.53,35.05
910,2022-06-14,103.33,32.16,49.44,34.69
911,2022-06-15,103.82,32.17,49.43,34.34
912,2022-06-16,97.75,32.19,47.67,31.51
913,2022-06-17,96.48,32.04,47.05,30.93
914,2022-06-20,92.32,32.18,46.74,31.42
915,2022-06-21,98.46,32.16,48.34,33.89
916,2022-06-22,94.93,32.3,47.5,31.96
917,2022-06-23,97.05,32.32,48.38,33.18
918,2022-06-24,100.54,32.26,49.11,34.41
919,2022-06-27,103.04,32.3,50.08,35.54
920,2022-06-28,105.05,32.14,50.19,35.7
921,2022-06-29,104.96,32.19,50.05,35.26
922,2022-06-30,103.56,32.44,50.23,35.1
923,2022-07-01,103.27,32.5,50.2,34.86
924,2022-07-04,104.66,32.69,50.94,35.57
925,2022-07-05,104.51,32.68,50.81,35.36
926,2022-07-06,106.97,32.96,51.99,36.89
927,2022-07-07,109.85,32.82,52.82,38.12
928,2022-07-08,110.71,32.75,53.11,38.87
929,2022-07-11,112.85,32.75,53.31,38.83
930,2022-07-12,111.74,32.93,52.62,37.48
931,2022-07-13,111.58,33.18,52.48,36.69
932,2022-07-14,110.78,33.14,52.34,36.46
933,2022-07-15,111.72,33.04,52.8,37.4
934,2022-07-18,114.97,33.08,54.11,39.36
935,2022-07-19,116.89,33.05,54.6,39.9
936,2022-07-20,117.09,33.09,55.29,41.44
937,2022-07-21,119.33,33.08,56.03,42.16
938,2022-07-22,120.35,33.21,56.52,43.14
939,2022-07-25,120.07,33.32,56.39,42.38
940,2022-07-26,118.8,33.34,55.51,41.12
941,2022-07-27,119.97,33.43,56.26,42.48
942,2022-07-28,121.19,33.55,57.18,44.94
943,2022-07-29,123.51,33.6,58.15,46.9
944,2022-08-01,126.24,33.77,59.32,48.45
945,2022-08-02,127.51,33.85,59.55,48.5
946,2022-08-03,126.91,33.79,59.44,48.86
947,2022-08-04,126.33,33.94,59.73,48.81
948,2022-08-05,127.34,33.66,59.89,48.94
949,2022-08-08,129.48,33.67,60.4,50.04
950,2022-08-10,128.33,33.82,60.61,50.12
951,2022-08-11,129.38,34.0,61.48,51.18
952,2022-08-12,130.54,34.03,61.9,51.52
953,2022-08-17,133.69,34.44,63.45,53.63
954,2022-08-18,134.44,34.29,63.49,53.73
955,2022-08-19,133.56,34.25,62.54,52.04
956,2022-08-22,130.19,34.36,61.32,49.74
957,2022-08-23,131.47,34.4,61.86,50.49
958,2022-08-24,133.16,34.43,62.17,50.72
959,2022-08-25,132.65,34.43,62.08,50.01
960,2022-08-26,134.05,34.65,62.45,50.33
961,2022-08-29,132.89,34.68,61.4,48.22
962,2022-08-30,136.8,34.81,63.45,52.04
963,2022-09-01,136.73,34.83,62.93,50.19
964,2022-09-02,138.19,34.77,62.85,50.16
965,2022-09-05,141.21,34.88,63.79,51.24
966,2022-09-06,141.56,35.06,63.89,51.15
967,2022-09-07,143.68,35.14,63.96,50.89
968,2022-09-08,145.38,35.29,65.0,52.38
969,2022-09-09,146.12,35.25,65.34,52.68
970,2022-09-12,148.19,35.26,65.93,53.56
971,2022-09-13,149.23,35.52,66.45,54.7
972,2022-09-14,151.2,35.38,66.22,54.14
973,2022-09-15,152.63,35.22,65.8,53.05
974,2022-09-16,146.34,35.14,63.89,50.09
975,2022-09-19,148.79,35.19,64.05,50.87
976,2022-09-20,152.3,35.17,65.17,52.53
977,2022-09-21,150.8,35.2,64.69,51.69
978,2022-09-22,151.42,35.08,64.38,50.93
979,2022-09-23,147.41,34.97,62.53,48.34
980,2022-09-26,138.42,34.98,60.32,45.68
981,2022-09-27,138.57,35.1,60.53,45.61
982,2022-09-28,136.16,35.1,59.89,44.33
983,2022-09-29,137.75,35.13,60.21,43.98
984,2022-09-30,141.79,35.16,61.69,46.35
985,2022-10-03,137.37,35.01,60.62,44.58
986,2022-10-04,141.9,35.25,62.6,47.89
987,2022-10-06,145.37,35.08,63.25,48.38
988,2022-10-07,145.97,35.03,62.97,48.24
989,2022-10-10,144.72,35.01,62.38,47.6
990,2022-10-11,140.1,35.08,61.12,45.4
991,2022-10-12,141.49,35.19,61.79,46.6
992,2022-10-13,139.65,35.22,61.15,45.66
993,2022-10-14,139.96,35.1,61.66,47.13
994,2022-10-17,142.12,35.41,62.5,48.21
995,2022-10-18,144.71,35.38,63.46,49.71
996,2022-10-19,144.94,35.3,63.44,49.93
997,2022-10-20,145.95,35.24,63.53,50.37
998,2022-10-21,144.16,35.19,63.61,50.48
999,2022-10-25,145.38,35.53,64.67,51.16
1000,2022-10-27,147.15,35.63,65.21,51.85
1001,2022-10-28,145.98,35.64,64.95,52.28
1002,2022-10-31,148.25,35.58,66.12,54.21
1003,2022-11-01,149.66,35.68,66.76,55.35
1004,2022-11-02,149.89,35.69,66.62,54.81
1005,2022-11-03,149.69,35.5,66.5,54.55
1006,2022-11-04,151.69,35.57,66.51,55.11
1007,2022-11-07,152.8,35.68,67.32,55.84
1008,2022-11-09,152.41,35.8,67.14,55.45
1009,2022-11-10,149.1,35.92,66.55,54.34
1010,2022-11-11,149.36,36.11,67.64,57.1
1011,2022-11-14,149.15,36.18,67.43,56.92
1012,2022-11-15,150.03,36.3,67.77,57.56
1013,2022-11-16,148.93,36.32,67.66,57.61
1014,2022-11-17,147.47,36.37,67.41,57.05
1015,2022-11-18,146.95,36.27,67.0,56.74
1016,2022-11-21,146.13,36.26,66.57,55.47
1017,2022-11-22,147.03,36.34,66.92,56.19
1018,2022-11-23,148.22,36.36,67.18,56.39
1019,2022-11-24,149.53,36.57,68.08,58.25
1020,2022-11-25,151.52,36.39,68.3,58.49
1021,2022-11-28,153.48,36.56,68.82,58.92
1022,2022-11-29,153.18,36.55,68.9,59.39
1023,2022-11-30,154.43,36.55,69.58,60.6
1024,2022-12-01,155.93,36.79,70.14,61.06
1025,2022-12-02,157.19,36.76,70.04,60.06
1026,2022-12-05,158.35,36.81,70.03,60.1
1027,2022-12-06,158.8,36.74,69.68,59.61
1028,2022-12-07,158.25,36.65,69.44,58.9
1029,2022-12-08,159.11,36.65,69.88,59.32
1030,2022-12-09,157.16,36.63,69.34,58.35
1031,2022-12-12,159.24,36.71,69.45,58.36
1032,2022-12-13,160.74,36.83,70.01,59.31
1033,2022-12-14,162.18,36.96,70.48,59.76
1034,2022-12-15,158.75,36.85,69.42,57.66
1035,2022-12-16,155.84,36.84,68.42,56.41
1036,2022-12-19,157.64,36.88,68.95,57.7
1037,2022-12-20,157.13,36.84,68.9,57.4
1038,2022-12-21,150.59,36.9,67.64,55.81
1039,2022-12-22,147.73,36.85,67.04,55.19
1040,2022-12-23,137.43,36.87,65.06,52.45
1041,2022-12-26,145.06,36.92,66.68,54.23
1042,2022-12-27,148.48,36.95,67.25,55.24
1043,2022-12-28,149.24,36.96,67.31,55.15
1044,2022-12-29,150.36,36.99,67.63,55.74
1045,2022-12-30,151.96,36.96,67.55,55.0
1046,2023-01-02,154.61,36.99,68.17,55.79
1047,2023-01-03,155.52,37.05,68.47,56.09
1048,2023-01-04,152.18,37.09,67.64,54.47
1049,2023-01-05,152.53,37.1,67.79,54.04
1050,2023-01-06,150.79,37.04,67.18,52.9
1051,2023-01-09,153.34,37.21,68.25,54.97
1052,2023-01-10,151.05,37.32,67.43,53.37
1053,2023-01-11,151.92,37.39,67.33,53.21
1054,2023-01-12,151.34,37.44,67.29,52.89
1055,2023-01-13,152.8,37.49,67.7,53.73
1056,2023-01-16,152.97,37.44,67.41,53.2
1057,2023-01-17,152.92,37.43,67.72,54.56
1058,2023-01-18,153.69,37.48,68.2,55.52
1059,2023-01-19,153.08,37.6,68.24,55.03
1060,2023-01-20,153.01,37.48,67.81,54.34
1061,2023-01-23,152.58,37.5,68.21,55.12
1062,2023-01-24,151.1,37.49,68.03,55.12
1063,2023-01-25,147.52,37.52,66.85,53.18
1064,2023-01-27,141.26,37.42,65.39,50.72
1065,2023-01-30,140.58,37.37,65.49,51.1
1066,2023-01-31,145.04,37.49,66.42,51.21
1067,2023-02-01,141.02,37.87,66.19,50.82
1068,2023-02-02,141.9,37.82,66.44,50.77
1069,2023-02-03,142.04,37.89,67.36,52.85
1070,2023-02-06,142.24,37.8,67.5,52.09
1071,2023-02-07,141.77,37.85,67.24,51.72
1072,2023-02-08,142.93,37.74,67.77,53.0
1073,2023-02-09,142.84,37.75,67.84,53.19
1074,2023-02-10,144.5,37.7,67.93,52.87
1075,2023-02-13,142.84,37.75,67.42,52.14
1076,2023-02-14,142.57,37.74,67.73,53.5
1077,2023-02-15,143.27,37.83,68.12,54.24
1078,2023-02-16,144.09,37.92,68.49,54.41
1079,2023-02-17,143.04,37.85,68.03,53.63
1080,2023-02-20,142.27,37.97,67.64,52.77
1081,2023-02-21,142.46,37.93,67.46,52.62
1082,2023-02-22,140.42,37.84,66.35,50.29
1083,2023-02-23,139.73,37.93,66.32,49.92
1084,2023-02-24,138.9,37.89,66.13,49.53
1085,2023-02-27,137.85,37.87,65.74,48.9
1086,2023-02-28,138.56,37.91,65.48,48.14
1087,2023-03-01,141.25,38.04,66.44,49.4
1088,2023-03-02,140.83,38.07,65.93,48.3
1089,2023-03-03,143.46,38.16,67.09,50.63
1090,2023-03-06,145.64,38.23,67.7,51.63
1091,2023-03-08,146.85,38.16,68.04,52.0
1092,2023-03-09,145.56,38.23,67.38,50.59
1093,2023-03-10,144.75,38.28,66.74,49.08
1094,2023-03-13,140.22,38.57,65.45,46.86
1095,2023-03-14,139.1,38.58,64.94,45.91
1096,2023-03-15,138.36,38.64,64.57,45.3
1097,2023-03-16,138.09,38.68,64.59,45.42
1098,2023-03-17,138.14,38.71,65.13,46.4
1099,2023-03-20,135.64,38.88,64.57,45.44
1100,2023-03-21,136.9,38.81,65.06,46.46
1101,2023-03-23,136.74,38.9,65.05,46.2
1102,2023-03-24,134.03,39.05,64.29,45.07
1103,2023-03-27,132.7,39.14,64.23,45.42
1104,2023-03-28,131.69,39.12,64.04,45.13
1105,2023-03-29,135.29,39.31,65.08,46.23
1106,2023-03-31,138.64,39.29,66.46,48.62
1107,2023-04-03,139.03,39.34,66.72,48.95
1108,2023-04-05,140.28,39.54,67.4,50.31
1109,2023-04-06,141.49,39.9,67.93,50.67
1110,2023-04-10,141.76,39.97,68.05,50.88
1111,2023-04-11,142.86,39.96,68.52,51.73
1112,2023-04-12,143.78,40.07,68.82,52.5
1113,2023-04-13,144.5,40.01,68.9,52.63
1114,2023-04-17,145.0,39.99,68.67,51.59
1115,2023-04-18,144.92,40.17,68.63,51.19
1116,2023-04-19,144.53,40.17,68.36,50.84
1117,2023-04-20,144.71,40.28,68.48,50.89
1118,2023-04-21,143.95,40.47,68.47,50.88
1119,2023-04-24,145.43,40.76,69.06,51.91
1120,2023-04-25,145.48,40.81,69.21,52.13
1121,2023-04-26,146.25,40.79,69.38,52.51
1122,2023-04-27,148.35,40.9,69.78,53.38
1123,2023-04-28,151.52,40.84,70.8,54.66
1124,2023-05-02,152.76,40.97,71.36,55.37
1125,2023-05-03,152.81,41.57,71.4,54.87
1126,2023-05-04,154.62,41.62,72.11,56.29
1127,2023-05-08,154.65,41.48,72.19,56.37
1128,2023-05-09,154.06,41.52,72.18,56.38
1129,2023-05-10,154.95,41.57,72.42,56.8
1130,2023-05-11,155.43,41.66,72.43,56.65
1131,2023-05-12,154.54,41.89,72.54,56.8
1132,2023-05-15,156.46,41.93,73.32,57.52
1133,2023-05-16,156.2,42.2,73.25,56.56
1134,2023-05-17,156.3,42.25,73.04,55.66
1135,2023-05-18,152.69,42.21,72.55,55.22
1136,2023-05-19,155.89,42.1,72.86,55.84
1137,2023-05-22,157.17,42.31,73.39,56.79
1138,2023-05-23,157.25,42.18,73.51,57.08
1139,2023-05-24,157.27,42.28,73.34,56.55
1140,2023-05-25,158.39,42.25,73.61,56.85
1141,2023-05-26,160.54,42.27,74.51,58.38
1142,2023-05-29,161.34,42.23,75.04,59.23
1143,2023-05-30,161.65,42.29,75.32,59.53
1144,2023-05-31,162.48,42.43,75.27,58.68
1145,2023-06-01,163.14,42.49,75.16,58.28
1146,2023-06-02,164.95,42.49,75.69,58.68
1147,2023-06-05,165.43,42.48,76.02,59.19
1148,2023-06-06,166.29,42.59,76.35,59.23
1149,2023-06-07,168.54,42.61,77.22,60.32
1150,2023-06-08,167.43,42.44,76.7,59.54
1151,2023-06-09,167.77,42.41,76.48,58.93
1152,2023-06-12,169.31,42.55,77.05,59.25
1153,2023-06-13,171.44,42.61,77.79,60.23
1154,2023-06-14,171.23,42.6,77.96,60.57
1155,2023-06-15,171.96,42.54,77.61,59.99
1156,2023-06-16,173.0,42.58,78.54,61.17
1157,2023-06-19,172.65,42.6,78.28,60.57
1158,2023-06-20,173.78,42.62,78.57,61.09
1159,2023-06-21,174.51,42.62,78.85,61.44
1160,2023-06-22,173.14,42.59,78.33,60.71
1161,2023-06-23,171.0,42.64,77.77,59.8
1162,2023-06-26,172.25,42.75,78.07,60.02
1163,2023-06-27,173.69,42.79,78.71,61.1
1164,2023-06-28,174.41,42.83,79.51,62.43
1165,2023-06-30,175.69,42.67,80.46,64.28
1166,2023-07-03,177.53,42.71,81.09,65.43
1167,2023-07-04,177.69,42.71,81.3,65.99
1168,2023-07-05,178.32,42.8,81.7,66.08
1169,2023-07-06,180.32,42.67,82.2,66.92
1170,2023-07-07,178.84,42.63,81.54,65.5
1171,2023-07-10,178.04,42.75,81.44,65.71
1172,2023-07-11,179.69,42.97,82.12,66.43
1173,2023-07-12,180.13,42.91,82.13,65.95
1174,2023-07-13,178.67,43.2,82.21,66.21
1175,2023-07-14,181.91,43.16,82.92,67.5
1176,2023-07-17,184.08,43.3,83.64,68.76
1177,2023-07-18,183.42,43.43,83.83,69.08
1178,2023-07-19,185.54,43.37,84.4,69.8
1179,2023-07-20,186.25,43.38,84.99,71.05
1180,2023-07-21,185.1,43.41,84.41,69.04
1181,2023-07-24,184.87,43.56,84.22,68.42
1182,2023-07-25,185.54,43.45,84.4,68.49
1183,2023-07-26,187.18,43.55,84.92,69.33
1184,2023-07-27,187.22,43.5,84.7,68.31
1185,2023-07-28,188.84,43.34,84.79,68.2
1186,2023-07-31,191.72,43.34,85.68,69.12
